id,segment,locale_style,user_message,ideal_bot_response,slots_json
JY01805,suspension_medical,medium_sg,I want to pause my membership for medical reasons I want to submit my memo. pls advise.,"Sure, happy to help. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.",{}
JY01806,suspension_medical,medium_sg,Need to suspend due to injury I already got a medical certificate. pls advise. leh,"Absolutely. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01807,suspension_medical,light_sg,I want to pause my membership for medical reasons I want to submit my memo.,"Thanks for reaching out. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01808,suspension_medical,light_sg,Can I request medical suspension My doctor told me to rest for 1 month. Can help?,"Absolutely. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01809,suspension_medical,light_sg,I need a medical suspension My doctor told me to rest for 2 months. Can help?,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01810,suspension_medical,medium_sg,I need a medical suspension I want to submit my memo. pls advise. can or not,No worries. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01811,suspension_medical,standard,How do I apply for a medical hold My doctor told me to rest for 6 weeks. What happens next?,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01812,suspension_medical,standard,Need to suspend due to injury My doctor told me to rest for 2 months. Please advise.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01813,suspension_medical,light_sg,I want to pause my membership for medical reasons My doctor told me to rest for 6 weeks. Can help?,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01814,suspension_medical,medium_sg,I need a medical suspension I have a doctor memo. What do you need from me? can or not,"Sure, happy to help. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.",{}
JY01815,suspension_medical,light_sg,How do I apply for a medical hold My doctor told me to rest for 1 month. What do you need from me?,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01816,suspension_medical,medium_sg,I want to pause my membership for medical reasons I already got a medical certificate. What do you need from me? ya,Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01817,suspension_medical,medium_sg,I want to pause my membership for medical reasons I have a doctor memo. What happens next?,Happy to help. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01818,suspension_medical,light_sg,I need a medical suspension My doctor told me to rest for 6 weeks. What do you need from me?,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01819,suspension_medical,standard,I want to pause my membership for medical reasons My doctor told me to rest for 2 weeks. Please advise.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01820,suspension_medical,standard,How do I apply for a medical hold My doctor told me to rest for 1 month.,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01821,suspension_medical,medium_sg,I want to pause my membership for medical reasons My doctor told me to rest for 6 weeks. What happens next?,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01822,suspension_medical,medium_sg,How do I apply for a medical hold What do you need from me? can or not,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01823,suspension_medical,medium_sg,How do I apply for a medical hold I want to submit my memo. leh,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01824,suspension_medical,medium_sg,How do I apply for a medical hold I already got a medical certificate. What do you need from me? can or not,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01825,suspension_medical,light_sg,Can I freeze my membership because of health reasons pls advise.,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01826,suspension_medical,standard,How do I apply for a medical hold My doctor told me to rest for 2 months. What do you need from me?,"No worries. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01827,suspension_medical,light_sg,Need to suspend due to injury pls advise.,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01828,suspension_medical,medium_sg,Need to suspend due to injury I want to submit my memo. Can help? ya,"Absolutely. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01829,suspension_medical,light_sg,How do I apply for a medical hold I have a doctor memo. What happens next?,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01830,suspension_medical,medium_sg,Can I freeze my membership because of health reasons My doctor told me to rest for 1 month.,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01831,suspension_medical,medium_sg,Can I freeze my membership because of health reasons I already got a medical certificate. Can help?,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01832,suspension_medical,standard,I want to pause my membership for medical reasons I have a doctor memo. Please advise.,"Thanks for reaching out. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01833,suspension_medical,light_sg,How do I apply for a medical hold I want to submit my memo. pls advise.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01834,suspension_medical,standard,I want to pause my membership for medical reasons My doctor told me to rest for 2 weeks. Can help?,"Thanks for reaching out. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01835,suspension_medical,medium_sg,Can I freeze my membership because of health reasons My doctor told me to rest for 6 weeks. leh,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01836,suspension_medical,standard,Need to suspend due to injury My doctor told me to rest for 1 month.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01837,suspension_medical,standard,Need to suspend due to injury I already got a medical certificate. Please advise.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01838,suspension_medical,medium_sg,How do I apply for a medical hold What do you need from me? ya,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01839,suspension_medical,medium_sg,I want to pause my membership for medical reasons leh,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01840,suspension_medical,light_sg,I want to pause my membership for medical reasons pls advise.,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01841,suspension_medical,standard,Need to suspend due to injury My doctor told me to rest for 6 weeks. Please advise.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01842,suspension_medical,medium_sg,Need to suspend due to injury My doctor told me to rest for 1 month. What happens next? can or not,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01843,suspension_medical,medium_sg,Need to suspend due to injury My doctor told me to rest for 2 weeks. Can help? leh,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01844,suspension_medical,medium_sg,Need to suspend due to injury My doctor told me to rest for 6 weeks. pls advise. leh,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01845,suspension_medical,standard,Can I request medical suspension My doctor told me to rest for 2 weeks. Can help?,"Absolutely. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01846,suspension_medical,medium_sg,How do I apply for a medical hold My doctor told me to rest for 2 months. pls advise. ah,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01847,suspension_medical,light_sg,How do I apply for a medical hold My doctor told me to rest for 2 weeks. What happens next?,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01848,suspension_medical,standard,Can I request medical suspension My doctor told me to rest for 1 month. What happens next?,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01849,suspension_medical,medium_sg,How do I apply for a medical hold I already got a medical certificate. pls advise. ah,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01850,suspension_medical,medium_sg,I need a medical suspension My doctor told me to rest for 2 weeks. pls advise.,"No worries. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01851,suspension_medical,medium_sg,I want to pause my membership for medical reasons My doctor told me to rest for 2 months. Can help?,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01852,suspension_medical,medium_sg,I want to pause my membership for medical reasons I want to submit my memo. Can help? leh,Of course. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01853,suspension_medical,medium_sg,Can I freeze my membership because of health reasons My doctor told me to rest for 2 months. What do you need from me? ah,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01854,suspension_medical,medium_sg,How do I apply for a medical hold I already got a medical certificate. What happens next? ah,Happy to help. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01855,suspension_medical,medium_sg,Need to suspend due to injury My doctor told me to rest for 6 weeks. What happens next?,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01856,suspension_medical,medium_sg,Can I freeze my membership because of health reasons I want to submit my memo. What do you need from me? leh,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01857,suspension_medical,medium_sg,Can I request medical suspension can or not,"Absolutely. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01858,suspension_medical,medium_sg,Can I request medical suspension My doctor told me to rest for 1 month. leh,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01859,suspension_medical,standard,How do I apply for a medical hold My doctor told me to rest for 2 weeks. Please advise.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01860,suspension_medical,standard,Need to suspend due to injury My doctor told me to rest for 2 weeks. Please advise.,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01861,suspension_medical,medium_sg,Need to suspend due to injury I have a doctor memo. pls advise. can or not,Thanks for reaching out. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01862,suspension_medical,medium_sg,Can I freeze my membership because of health reasons I want to submit my memo. What happens next? can or not,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01863,suspension_medical,standard,Need to suspend due to injury My doctor told me to rest for 2 weeks. What do you need from me?,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01864,suspension_medical,standard,I need a medical suspension My doctor told me to rest for 2 weeks. Can help?,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01865,suspension_medical,standard,I need a medical suspension My doctor told me to rest for 2 weeks.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01866,suspension_medical,standard,Can I freeze my membership because of health reasons My doctor told me to rest for 1 month. Please advise.,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01867,suspension_medical,medium_sg,Can I request medical suspension I have a doctor memo. What do you need from me? can or not,"No worries. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01868,suspension_medical,light_sg,How do I apply for a medical hold My doctor told me to rest for 2 weeks.,"Thanks for reaching out. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01869,suspension_medical,medium_sg,Need to suspend due to injury I want to submit my memo. Can help? ah,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01870,suspension_medical,light_sg,I need a medical suspension My doctor told me to rest for 1 month. pls advise.,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01871,suspension_medical,light_sg,Can I request medical suspension My doctor told me to rest for 6 weeks. pls advise.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01872,suspension_medical,standard,I want to pause my membership for medical reasons My doctor told me to rest for 1 month. What happens next?,"No worries. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01873,suspension_medical,medium_sg,Can I request medical suspension Can help? ah,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01874,suspension_medical,medium_sg,I want to pause my membership for medical reasons What happens next? ah,"Absolutely. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01875,suspension_medical,standard,How do I apply for a medical hold My doctor told me to rest for 6 weeks. What do you need from me?,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01876,suspension_medical,medium_sg,I want to pause my membership for medical reasons I want to submit my memo. ya,Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01877,suspension_medical,standard,I want to pause my membership for medical reasons My doctor told me to rest for 1 month.,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01878,suspension_medical,medium_sg,How do I apply for a medical hold I want to submit my memo. Can help? leh,Absolutely. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01879,suspension_medical,medium_sg,Need to suspend due to injury Can help? leh,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01880,suspension_medical,medium_sg,Can I freeze my membership because of health reasons What do you need from me? ah,"Thanks for reaching out. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01881,suspension_medical,medium_sg,How do I apply for a medical hold I have a doctor memo. What do you need from me? can or not,"Thanks for reaching out. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01882,suspension_medical,light_sg,Can I freeze my membership because of health reasons My doctor told me to rest for 1 month. What happens next?,"Absolutely. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01883,suspension_medical,medium_sg,Can I request medical suspension ya,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01884,suspension_medical,medium_sg,I need a medical suspension I want to submit my memo. pls advise. ah,"No worries. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01885,suspension_medical,medium_sg,Can I request medical suspension I have a doctor memo. What happens next? can or not,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01886,suspension_medical,medium_sg,I need a medical suspension My doctor told me to rest for 6 weeks. ya,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01887,suspension_medical,medium_sg,I need a medical suspension I already got a medical certificate. Can help? can or not,"Sure, happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01888,suspension_medical,medium_sg,Can I freeze my membership because of health reasons I already got a medical certificate. pls advise. ya,Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01889,suspension_medical,medium_sg,Need to suspend due to injury I already got a medical certificate. Can help? ya,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01890,suspension_medical,medium_sg,I want to pause my membership for medical reasons I have a doctor memo. What do you need from me? can or not,Happy to help. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01891,suspension_medical,standard,I need a medical suspension My doctor told me to rest for 1 month. Please advise.,"Thanks for reaching out. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01892,suspension_medical,medium_sg,I need a medical suspension I have a doctor memo. Can help? leh,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01893,suspension_medical,medium_sg,Can I freeze my membership because of health reasons What happens next? leh,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01894,suspension_medical,medium_sg,I need a medical suspension What happens next? leh,"No worries. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01895,suspension_medical,medium_sg,I need a medical suspension I already got a medical certificate. Can help? leh,Absolutely. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01896,suspension_medical,medium_sg,I need a medical suspension I already got a medical certificate. What happens next? ah,Thanks for reaching out. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.,{}
JY01897,suspension_medical,medium_sg,I need a medical suspension My doctor told me to rest for 2 weeks. What do you need from me? ya,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01898,suspension_medical,medium_sg,Can I request medical suspension I want to submit my memo. What happens next? leh,"Sure, happy to help. Thank you for your submission. Our Customer Care team will review your request and get back to you within 48 hours.",{}
JY01899,suspension_medical,medium_sg,Can I freeze my membership because of health reasons I already got a medical certificate. Can help? ya,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01900,suspension_medical,medium_sg,Can I request medical suspension I already got a medical certificate. can or not,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01901,suspension_medical,medium_sg,Can I freeze my membership because of health reasons My doctor told me to rest for 6 weeks. What happens next? can or not,"We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01902,suspension_medical,standard,I want to pause my membership for medical reasons My doctor told me to rest for 2 months.,"Of course. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
JY01903,suspension_medical,medium_sg,Can I request medical suspension My doctor told me to rest for 2 months. What happens next? can or not,"Happy to help. We’re sorry to hear that and hope you recover well. For a medical suspension, please share a valid memo or certificate from a certified physician stating the recommended period of rest. Medical suspensions are processed in one-month blocks, and your membership expiry date will be adjusted once the documentation is verified.",{}
